reportID,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
133,4/6/2020 1:20,0,7,2,2,4,-1,9
134,4/6/2020 1:20,10,0,7,6,6,-1,11
135,4/6/2020 1:20,4,9,10,-1,6,1,15
136,4/6/2020 1:25,5,0,6,3,6,1,1
137,4/6/2020 1:25,6,2,7,3,8,-1,9
138,4/6/2020 1:25,10,5,2,-1,4,-1,12
139,4/6/2020 1:25,7,10,2,-1,1,-1,14
140,4/6/2020 1:25,2,5,10,-1,4,-1,14
141,4/6/2020 1:25,4,10,10,-1,10,-1,18
142,4/6/2020 1:30,5,10,7,6,5,-1,3
143,4/6/2020 1:30,2,1,2,8,7,0,6
144,4/6/2020 1:30,10,4,2,6,7,-1,11
145,4/6/2020 1:30,8,7,1,-1,2,-1,19
146,4/6/2020 1:35,9,10,2,4,0,-1,1
147,4/6/2020 1:35,2,3,5,4,10,-1,5
148,4/6/2020 1:35,6,3,10,7,2,-1,6
149,4/6/2020 1:35,2,9,10,10,4,-1,11
150,4/6/2020 1:35,1,10,7,-1,3,-1,12
151,4/6/2020 1:35,2,10,7,-1,8,-1,18
152,4/6/2020 1:40,5,3,6,-1,4,-1,2
153,4/6/2020 1:40,0,3,0,10,8,-1,3
154,4/6/2020 1:40,2,6,10,3,3,-1,3
155,4/6/2020 1:40,1,7,7,-1,7,-1,10
156,4/6/2020 1:40,6,9,3,-1,8,1,15
157,4/6/2020 1:40,5,9,7,-1,4,-1,15
158,4/6/2020 1:45,1,3,2,-1,7,-1,2
159,4/6/2020 1:45,8,1,6,-1,4,1,2
160,4/6/2020 1:45,10,0,5,1,5,-1,3
161,4/6/2020 1:45,3,0,10,6,6,-1,3
162,4/6/2020 1:45,8,8,10,-1,10,-1,8
163,4/6/2020 1:50,6,3,9,-1,0,1,2
164,4/6/2020 1:50,9,0,2,3,9,-1,3
165,4/6/2020 1:50,9,5,10,4,9,-1,3
166,4/6/2020 1:50,9,7,0,5,5,-1,5
167,4/6/2020 1:50,8,5,6,-1,4,1,8
168,4/6/2020 1:50,5,7,8,-1,9,-1,8
169,4/6/2020 1:50,4,0,8,-1,9,-1,8
170,4/6/2020 1:50,4,1,6,7,10,-1,9
171,4/6/2020 1:50,8,7,3,-1,8,-1,19
172,4/6/2020 1:55,4,1,7,-1,4,-1,2
173,4/6/2020 1:55,2,3,1,-1,10,-1,8
174,4/6/2020 1:55,10,6,0,-1,10,-1,8
175,4/6/2020 1:55,10,2,1,9,9,-1,9
176,4/6/2020 1:55,10,7,8,3,10,-1,9
177,4/6/2020 1:55,1,0,3,4,1,-1,9
178,4/6/2020 1:55,0,9,10,5,10,-1,9
179,4/6/2020 1:55,7,5,6,-1,6,-1,15
180,4/6/2020 1:55,7,6,2,-1,1,-1,15
181,4/6/2020 1:55,10,1,6,-1,0,-1,18
182,4/6/2020 2:00,6,1,0,10,10,-1,1
183,4/6/2020 2:00,10,2,9,-1,1,-1,19
184,4/6/2020 2:05,0,9,5,-1,10,-1,2
185,4/6/2020 2:05,3,8,6,-1,0,-1,2
186,4/6/2020 2:05,10,8,8,-1,0,-1,4
187,4/6/2020 2:05,9,10,5,10,1,-1,9
188,4/6/2020 2:05,9,2,10,2,3,-1,11
189,4/6/2020 2:05,6,8,8,4,8,-1,11
190,4/6/2020 2:05,1,5,1,-1,0,-1,14
191,4/6/2020 2:05,7,4,9,-1,8,-1,15
192,4/6/2020 2:05,4,9,9,-1,10,-1,15
193,4/6/2020 2:10,6,9,5,-1,5,-1,2
194,4/6/2020 2:10,10,0,2,0,6,-1,3
195,4/6/2020 2:10,3,4,0,2,10,-1,6
196,4/6/2020 2:10,10,1,10,-1,9,-1,8
197,4/6/2020 2:10,8,4,6,-1,10,-1,8
198,4/6/2020 2:10,0,3,9,-1,9,-1,15
199,4/6/2020 2:15,3,9,8,9,9,-1,1
200,4/6/2020 2:15,9,9,1,6,2,-1,1
201,4/6/2020 2:15,8,5,3,9,4,-1,6
202,4/6/2020 2:15,10,9,10,4,3,-1,6
203,4/6/2020 2:15,7,8,10,-1,6,-1,8
204,4/6/2020 2:15,8,10,4,-1,6,-1,10
205,4/6/2020 2:15,9,7,10,-1,0,-1,13
206,4/6/2020 2:15,4,0,0,-1,10,-1,15
207,4/6/2020 2:15,10,10,5,-1,0,-1,18
208,4/6/2020 2:20,3,0,10,10,6,-1,1
209,4/6/2020 2:20,2,4,4,-1,2,0,2
210,4/6/2020 2:20,5,1,1,3,2,-1,3
211,4/6/2020 2:20,2,6,6,10,1,0,3
212,4/6/2020 2:20,7,10,10,4,10,-1,6
213,4/6/2020 2:20,8,5,5,2,10,-1,6
214,4/6/2020 2:20,10,10,0,2,10,-1,9
215,4/6/2020 2:20,6,10,10,-1,1,0,12
216,4/6/2020 2:25,0,8,2,8,10,-1,1
217,4/6/2020 2:25,8,10,5,7,4,-1,1
218,4/6/2020 2:25,4,10,10,5,3,-1,3
219,4/6/2020 2:25,10,10,8,-1,10,-1,4
220,4/6/2020 2:25,5,0,10,-1,7,-1,10
221,4/6/2020 2:25,10,7,7,9,9,1,11
222,4/6/2020 2:25,8,10,10,-1,2,-1,14
223,4/6/2020 2:25,9,6,9,-1,0,-1,19
224,4/6/2020 2:30,5,0,4,4,10,-1,1
225,4/6/2020 2:30,7,0,4,8,3,-1,3
226,4/6/2020 2:30,3,1,5,-1,8,-1,8
227,4/6/2020 2:30,10,1,4,3,8,-1,9
228,4/6/2020 2:30,7,10,7,-1,10,1,12
229,4/6/2020 2:30,5,6,2,-1,10,-1,19
230,4/6/2020 2:35,5,8,2,-1,10,-1,4
231,4/6/2020 2:35,2,7,2,5,9,-1,6
232,4/6/2020 2:35,0,1,3,2,8,-1,6
233,4/6/2020 2:35,2,3,6,-1,5,-1,8
234,4/6/2020 2:35,3,10,1,-1,1,1,8
235,4/6/2020 2:35,0,10,5,-1,6,-1,8
236,4/6/2020 2:35,9,7,0,-1,3,-1,8
237,4/6/2020 2:35,0,8,10,10,9,-1,9
238,4/6/2020 2:35,10,8,4,5,0,-1,9
239,4/6/2020 2:35,0,1,2,-1,3,-1,15
240,4/6/2020 2:35,8,10,6,-1,1,-1,19
241,4/6/2020 2:40,0,3,10,-1,1,-1,2
242,4/6/2020 2:40,10,3,4,10,8,0,3
243,4/6/2020 2:40,8,5,2,10,7,1,6
244,4/6/2020 2:40,5,3,6,-1,10,-1,8
245,4/6/2020 2:40,10,10,5,1,8,-1,9
246,4/6/2020 2:40,5,5,10,-1,4,-1,14
247,4/6/2020 2:40,10,10,10,0,9,-1,16
248,4/6/2020 2:45,10,8,8,2,4,-1,2
249,4/6/2020 2:45,9,2,10,-1,7,-1,2
250,4/6/2020 2:45,7,10,0,0,10,0,6
251,4/6/2020 2:45,6,5,6,10,10,-1,11
252,4/6/2020 2:45,0,0,8,-1,7,-1,15
253,4/6/2020 2:45,7,4,2,-1,8,-1,19
254,4/6/2020 2:50,7,7,5,10,8,-1,5
255,4/6/2020 2:50,9,9,7,10,4,-1,6
256,4/6/2020 2:50,3,3,3,1,10,-1,6
257,4/6/2020 2:50,6,10,10,-1,5,1,8
258,4/6/2020 2:50,5,8,9,8,10,-1,9
259,4/6/2020 2:50,3,6,10,5,4,-1,9
260,4/6/2020 2:50,0,1,0,-1,7,-1,10
261,4/6/2020 2:50,0,1,8,0,3,-1,11
262,4/6/2020 2:50,10,4,3,-1,10,-1,15
263,4/6/2020 2:50,6,9,6,-1,7,-1,15
264,4/6/2020 2:50,3,4,10,-1,8,-1,15
265,4/6/2020 2:55,10,10,10,-1,5,-1,2
266,4/6/2020 2:55,6,3,9,1,10,-1,6
267,4/6/2020 2:55,10,4,0,3,3,-1,9
268,4/6/2020 2:55,4,10,7,0,9,-1,9
269,4/6/2020 2:55,10,3,1,5,4,0,11
270,4/6/2020 2:55,3,8,7,-1,0,0,12
271,4/6/2020 2:55,1,1,8,-1,4,-1,15
272,4/6/2020 2:55,10,0,3,10,10,-1,16
273,4/6/2020 3:00,10,2,0,10,10,-1,1
274,4/6/2020 3:00,2,2,10,-1,2,-1,2
275,4/6/2020 3:00,6,8,3,-1,4,-1,2
276,4/6/2020 3:00,0,0,9,-1,5,1,2
277,4/6/2020 3:00,4,10,3,2,2,-1,3
278,4/6/2020 3:00,4,2,2,7,1,-1,5
279,4/6/2020 3:00,9,3,2,4,2,-1,6
280,4/6/2020 3:00,0,7,5,-1,0,-1,8
281,4/6/2020 3:00,3,1,8,3,3,-1,11
282,4/6/2020 3:00,3,9,5,-1,1,-1,12
283,4/6/2020 3:00,8,8,1,-1,5,-1,14
284,4/6/2020 3:00,7,6,7,-1,4,1,15
285,4/6/2020 3:00,2,10,10,-1,7,-1,19
286,4/6/2020 3:05,4,9,8,8,7,-1,1
287,4/6/2020 3:05,10,2,1,-1,4,-1,2
288,4/6/2020 3:05,3,10,4,10,2,1,3
289,4/6/2020 3:05,7,6,1,8,6,-1,3
290,4/6/2020 3:05,5,10,7,4,10,-1,6
291,4/6/2020 3:05,8,9,9,10,9,-1,6
292,4/6/2020 3:05,0,9,4,-1,3,-1,8
293,4/6/2020 3:05,0,9,8,6,10,-1,9
294,4/6/2020 3:10,10,4,5,-1,10,-1,2
295,4/6/2020 3:10,5,2,6,7,4,-1,6
296,4/6/2020 3:10,10,2,2,8,3,-1,6
297,4/6/2020 3:10,10,3,6,-1,2,-1,14
298,4/6/2020 3:10,4,4,0,-1,6,-1,15
299,4/6/2020 3:10,0,6,10,-1,1,-1,18
300,4/6/2020 3:15,6,7,7,-1,9,0,2
301,4/6/2020 3:15,5,9,10,2,10,-1,6
302,4/6/2020 3:15,6,5,6,-1,9,-1,8
303,4/6/2020 3:15,9,0,9,-1,3,-1,8
304,4/6/2020 3:15,10,10,10,2,6,-1,9
305,4/6/2020 3:15,3,6,0,-1,7,-1,15
306,4/6/2020 3:15,7,5,7,-1,10,-1,18
307,4/6/2020 3:20,4,9,8,-1,7,-1,2
308,4/6/2020 3:20,7,0,0,10,9,0,6
309,4/6/2020 3:20,7,10,2,-1,5,-1,8
310,4/6/2020 3:20,0,8,10,-1,10,-1,10
311,4/6/2020 3:20,1,5,5,-1,4,-1,15
312,4/6/2020 3:25,4,0,1,-1,3,-1,2
313,4/6/2020 3:25,10,1,2,10,4,-1,5
314,4/6/2020 3:25,9,3,10,8,9,-1,6
315,4/6/2020 3:25,8,8,3,2,2,1,6
316,4/6/2020 3:30,3,1,7,-1,9,-1,2
317,4/6/2020 3:30,4,8,6,2,2,-1,6
318,4/6/2020 3:35,10,0,3,-1,9,-1,2
319,4/6/2020 3:35,10,0,5,0,10,-1,3
320,4/6/2020 3:35,1,2,5,10,10,-1,3
321,4/6/2020 3:35,4,8,7,10,9,-1,9
322,4/6/2020 3:35,9,1,0,8,9,-1,9
323,4/6/2020 3:35,4,5,10,-1,7,-1,12
324,4/6/2020 3:35,7,6,1,-1,8,1,15
325,4/6/2020 3:35,10,8,1,10,9,-1,16
326,4/6/2020 3:40,4,3,6,-1,8,1,2
327,4/6/2020 3:40,8,8,2,8,10,-1,5
328,4/6/2020 3:40,10,8,1,5,10,-1,6
329,4/6/2020 3:40,10,0,8,-1,5,-1,8
330,4/6/2020 3:40,0,4,9,-1,4,1,8
331,4/6/2020 3:40,1,10,5,9,7,-1,9
332,4/6/2020 3:40,4,2,2,3,2,1,16
333,4/6/2020 3:40,0,4,1,-1,1,-1,19
334,4/6/2020 3:45,2,7,0,2,1,-1,3
335,4/6/2020 3:45,3,1,1,-1,2,-1,4
336,4/6/2020 3:45,1,5,4,2,10,-1,5
337,4/6/2020 3:45,7,4,1,1,0,1,5
338,4/6/2020 3:45,1,3,0,-1,2,-1,8
339,4/6/2020 3:45,10,0,0,4,7,-1,9
340,4/6/2020 3:45,6,0,2,-1,6,-1,15
341,4/6/2020 3:45,1,0,7,-1,8,-1,15
342,4/6/2020 3:50,2,0,10,3,4,-1,1
343,4/6/2020 3:50,9,0,8,-1,9,-1,2
344,4/6/2020 3:50,4,6,6,5,6,-1,6
345,4/6/2020 3:50,8,2,2,5,10,-1,6
346,4/6/2020 3:50,1,10,4,-1,5,-1,8
347,4/6/2020 3:50,10,0,10,-1,1,-1,14
348,4/6/2020 3:50,8,6,9,-1,8,-1,18
349,4/6/2020 3:55,10,0,7,3,0,-1,6
350,4/6/2020 3:55,4,3,3,-1,8,-1,8
351,4/6/2020 3:55,7,1,9,-1,9,-1,8
352,4/6/2020 3:55,7,4,8,-1,1,-1,15
353,4/6/2020 4:00,9,10,0,-1,10,-1,2
354,4/6/2020 4:00,3,7,6,4,10,-1,6
355,4/6/2020 4:00,9,2,4,7,7,-1,6
356,4/6/2020 4:00,3,0,9,6,9,-1,6
357,4/6/2020 4:00,4,8,6,10,3,1,6
358,4/6/2020 4:00,4,9,9,-1,1,-1,8
359,4/6/2020 4:00,2,1,0,-1,8,-1,8
360,4/6/2020 4:00,5,8,7,5,7,0,11
361,4/6/2020 4:00,5,10,8,-1,6,-1,19
362,4/6/2020 4:05,4,2,10,-1,8,0,2
363,4/6/2020 4:05,10,9,0,6,10,-1,3
364,4/6/2020 4:05,10,5,5,8,9,-1,6
365,4/6/2020 4:05,5,10,10,-1,7,-1,8
366,4/6/2020 4:05,3,3,2,-1,2,-1,8
367,4/6/2020 4:05,4,5,3,6,3,-1,9
368,4/6/2020 4:05,8,4,9,-1,10,-1,14
369,4/6/2020 4:05,3,5,10,-1,2,-1,15
370,4/6/2020 4:05,3,10,7,-1,9,-1,18
371,4/6/2020 4:10,6,10,10,-1,4,-1,8
372,4/6/2020 4:10,8,6,6,-1,2,-1,8
373,4/6/2020 4:10,1,0,0,-1,5,-1,8
374,4/6/2020 4:10,0,8,2,-1,0,-1,8
375,4/6/2020 4:10,10,10,0,0,8,-1,9
376,4/6/2020 4:10,10,6,2,-1,2,-1,15
377,4/6/2020 4:10,4,5,7,3,8,-1,16
378,4/6/2020 4:10,2,6,10,-1,3,-1,17
379,4/6/2020 4:15,3,8,3,3,6,-1,1
380,4/6/2020 4:15,3,2,9,-1,10,-1,2
381,4/6/2020 4:15,5,5,9,-1,8,-1,2
382,4/6/2020 4:15,4,1,9,-1,9,-1,4
383,4/6/2020 4:15,5,10,10,1,7,-1,5
384,4/6/2020 4:15,10,0,8,3,1,-1,5
385,4/6/2020 4:15,5,3,3,9,10,-1,5
386,4/6/2020 4:15,10,9,10,8,6,-1,6
387,4/6/2020 4:15,10,4,8,-1,1,-1,8
388,4/6/2020 4:15,7,5,5,-1,5,-1,8
389,4/6/2020 4:15,10,7,3,10,4,-1,9
390,4/6/2020 4:15,7,1,10,-1,1,0,14
391,4/6/2020 4:20,8,4,8,8,8,-1,6
392,4/6/2020 4:20,1,3,10,6,10,-1,6
393,4/6/2020 4:20,10,9,8,10,1,0,9
394,4/6/2020 4:20,0,5,3,-1,2,-1,15
395,4/6/2020 4:20,0,0,5,-1,7,-1,19
396,4/6/2020 4:25,10,5,6,-1,1,-1,2
397,4/6/2020 4:25,5,4,10,-1,3,-1,4
398,4/6/2020 4:25,3,10,9,10,3,-1,6
399,4/6/2020 4:25,8,6,5,3,5,-1,6
400,4/6/2020 4:25,7,10,10,-1,2,-1,8
401,4/6/2020 4:25,3,8,5,-1,10,-1,14
402,4/6/2020 4:25,9,10,6,-1,6,-1,15
403,4/6/2020 4:30,1,5,10,5,2,-1,6
404,4/6/2020 4:30,6,1,9,-1,1,-1,8
405,4/6/2020 4:30,7,8,9,-1,6,-1,8
406,4/6/2020 4:30,10,8,10,2,1,-1,9
407,4/6/2020 4:30,6,4,4,3,10,0,9
408,4/6/2020 4:30,9,4,3,-1,10,1,10
409,4/6/2020 4:30,7,10,4,-1,5,-1,14
410,4/6/2020 4:30,10,10,9,-1,8,1,15
411,4/6/2020 4:35,10,3,3,-1,10,1,2
412,4/6/2020 4:35,8,0,8,-1,9,-1,8
413,4/6/2020 4:35,10,1,10,-1,2,-1,14
414,4/6/2020 4:35,9,10,0,-1,6,-1,15
415,4/6/2020 4:35,5,6,10,-1,10,0,15
416,4/6/2020 4:40,10,3,7,8,2,-1,1
417,4/6/2020 4:40,5,7,10,-1,1,-1,2
418,4/6/2020 4:40,1,0,0,-1,6,-1,15
419,4/6/2020 4:40,2,4,4,-1,5,-1,19
420,4/6/2020 4:45,3,10,10,3,6,-1,5
421,4/6/2020 4:45,7,6,4,10,0,-1,6
422,4/6/2020 4:45,10,9,5,-1,5,1,8
423,4/6/2020 4:45,10,1,10,-1,3,-1,15
424,4/6/2020 4:50,8,10,10,4,2,-1,5
425,4/6/2020 4:50,3,7,7,-1,10,-1,14
426,4/6/2020 4:50,3,7,3,-1,4,-1,15
427,4/6/2020 4:50,1,3,0,-1,8,-1,18
428,4/6/2020 4:55,8,8,0,-1,8,-1,8
429,4/6/2020 4:55,5,7,4,10,3,-1,9
430,4/6/2020 4:55,10,3,3,7,8,-1,9
431,4/6/2020 4:55,6,7,6,-1,7,-1,14
432,4/6/2020 5:00,0,1,0,-1,8,-1,2
433,4/6/2020 5:00,0,10,10,-1,3,-1,2
434,4/6/2020 5:00,3,2,1,-1,3,-1,15
435,4/6/2020 5:00,1,4,4,-1,5,-1,19
436,4/6/2020 5:05,10,6,6,-1,6,-1,2
437,4/6/2020 5:05,6,9,2,-1,2,1,2
438,4/6/2020 5:05,0,8,0,7,10,0,5
439,4/6/2020 5:05,2,10,8,6,10,1,6
440,4/6/2020 5:05,8,5,2,-1,5,-1,15
441,4/6/2020 5:10,10,4,4,-1,9,-1,2
442,4/6/2020 5:10,7,3,9,1,8,-1,6
443,4/6/2020 5:10,10,3,3,5,4,-1,6
444,4/6/2020 5:10,5,4,7,3,10,-1,6
445,4/6/2020 5:10,6,6,9,3,2,-1,6
446,4/6/2020 5:10,7,9,10,-1,3,-1,12
447,4/6/2020 5:10,5,9,8,-1,10,-1,15
448,4/6/2020 5:10,9,6,4,4,5,-1,16
449,4/6/2020 5:15,0,3,10,-1,8,-1,2
450,4/6/2020 5:15,6,5,5,-1,4,-1,4
451,4/6/2020 5:15,3,10,10,10,8,1,5
452,4/6/2020 5:15,4,0,0,-1,0,1,8
453,4/6/2020 5:15,2,8,1,-1,10,-1,10
454,4/6/2020 5:15,10,5,7,-1,10,-1,15
455,4/6/2020 5:15,8,10,6,4,8,1,16
456,4/6/2020 5:15,10,8,2,-1,0,-1,18
457,4/6/2020 5:20,10,10,0,7,5,0,1
458,4/6/2020 5:20,10,3,3,-1,2,-1,2
459,4/6/2020 5:20,3,10,3,4,9,-1,3
460,4/6/2020 5:20,4,7,10,4,6,-1,3
461,4/6/2020 5:20,10,3,8,4,5,-1,6
462,4/6/2020 5:20,2,2,8,1,10,-1,6
463,4/6/2020 5:20,6,3,4,-1,4,-1,8
464,4/6/2020 5:20,8,8,2,-1,0,-1,8
465,4/6/2020 5:20,2,1,2,-1,3,-1,8
466,4/6/2020 5:20,10,6,4,-1,7,-1,12
467,4/6/2020 5:20,1,4,0,-1,6,-1,14
468,4/6/2020 5:20,10,8,10,-1,3,-1,15
469,4/6/2020 5:20,5,8,9,-1,10,-1,18
470,4/6/2020 5:25,5,9,7,-1,1,-1,4
471,4/6/2020 5:25,9,6,1,1,7,-1,9
472,4/6/2020 5:25,5,10,0,5,1,-1,9
473,4/6/2020 5:25,10,0,10,2,5,-1,11
474,4/6/2020 5:25,8,8,0,-1,10,-1,15
475,4/6/2020 5:25,10,6,0,-1,7,-1,18
476,4/6/2020 5:30,3,9,5,-1,9,-1,2
477,4/6/2020 5:30,0,3,10,9,3,-1,3
478,4/6/2020 5:30,0,10,10,5,2,0,5
479,4/6/2020 5:30,2,5,9,8,3,-1,6
480,4/6/2020 5:30,10,4,1,-1,4,-1,15
481,4/6/2020 5:30,5,10,8,-1,9,-1,18
482,4/6/2020 5:35,2,6,2,4,3,1,3
483,4/6/2020 5:35,10,1,9,4,7,-1,6
484,4/6/2020 5:35,5,0,4,6,10,1,6
485,4/6/2020 5:35,1,6,9,-1,6,-1,8
486,4/6/2020 5:35,2,3,3,0,7,-1,9
487,4/6/2020 5:35,10,8,9,-1,1,-1,15
488,4/6/2020 5:35,4,4,6,-1,10,-1,19
